Id,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input
468,0.69642-0.11916i,-1.2951+0.33823i,-0.16536-0.10208i,0.65242+0.49325i,0.50514-0.69056i,-0.46492+0.94292i,-0.31627-1.2935i,0.30094+1.2912i,-0.038916+0.10561i,0.55554-0.69347i,0.13109+0.072736i,-0.70232-0.5196i,0.94812+0.43542i,-0.40904+0.94565i,0.51211-0.67194i,0.14886+0.059405i,-1.2554+0.29624i,-0.15661-0.040576i,0.69586+0.51201i,-0.30457-1.2672i,0.30826+1.2584i,-0.3038-1.3052i,0.89287+0.44518i,-0.68757-0.54952i,0.31557+1.2919i,-0.8803-0.46812i,0.71682+0.53057i,-0.060128+0.14561i,-0.93271-0.41844i,1.3148-0.33243i,-0.45675+0.92362i,-0.31328-1.2777i,0.34002+1.2857i,0.50451-0.70888i,-0.67803-0.51132i,0.08716-0.16985i,0.34165+1.2688i,-0.092536+0.14146i,-0.040755+0.15693i,-0.33854-1.2958i,0.92819+0.44202i,-0.67495-0.49971i,0.037971-0.18964i,0.059744-0.17004i,0.10861-0.18387i,0.3519+1.3197i,-0.34536-1.3011i,0.90951+0.49039i,-0.43418+0.93126i,-0.89411-0.44824i,-0.18293-0.094268i,1.2251-0.3017i,-0.65328-0.55766i,0.35596+1.3006i,-0.069674+0.1725i,-0.36743-1.2357i,-0.49218+0.67892i,1.2941-0.29258i,-0.44582+0.91713i,0.51914-0.6582i,0.15066+0.098569i,-1.2851+0.29401i,1.2846-0.2983i,0.146+0.071049i,-0.41268+0.91372i,-0.94433-0.42631i,0.42273-0.90915i,0.30933+1.2473i,-0.93302-0.41259i,1.2649-0.3027i,-0.43604+0.9216i,-0.047487+0.13597i,-0.32242-1.2644i,0.89592+0.43395i,-0.46754+0.90676i,-0.28816-1.2785i,-0.50792+0.66716i,0.71486+0.57148i,0.50971-0.69081i,-0.67816-0.56193i,0.91659+0.45327i,-0.46113+0.93156i,0.54255-0.65315i,-0.70883-0.51273i,0.12141-0.19089i,0.89538+0.48044i,0.14175+0.049669i,0.17685+0.041723i,0.14312+0.043989i,-0.42243+0.91011i,-0.065143+0.13409i,-0.28825-1.2606i,-0.54396+0.70571i,0.4481-0.91455i,0.32965+1.2418i,-0.90972-0.42352i,-0.19276-0.072349i,0.69206+0.5187i,-0.069313+0.12134i,-0.87284-0.44243i,0.52803-0.18383i
469,-0.068492-0.71067i,0.33648+1.2914i,-0.33621-1.2694i,0.30296+1.2688i,-0.30089-1.2887i,0.27191+1.3071i,-0.90111-0.45569i,1.3081-0.29575i,-0.67903-0.52764i,0.32205+1.2711i,-0.039678+0.1798i,-0.34161-1.2462i,-0.51967+0.68467i,1.2755-0.33339i,-1.2842+0.35772i,0.66959+0.51577i,-0.87209-0.4573i,-0.12558-0.12773i,-0.18855-0.077102i,0.71862+0.5302i,-0.09314+0.15641i,-0.90134-0.4776i,0.45209-0.90192i,0.89237+0.45115i,-0.65797-0.56214i,0.063687-0.17253i,0.89995+0.42814i,0.17276+0.03678i,-1.2991+0.30341i,0.70647+0.54517i,0.47499-0.68241i,-0.68017-0.51149i,-0.51186+0.66111i,0.71786+0.55133i,-0.33476-1.2513i,0.29114+1.3013i,-0.91737-0.46063i,-0.15456-0.070558i,0.66649+0.50627i,-0.91084-0.39215i,0.69745+0.50394i,0.54477-0.71138i,-0.40393+0.92118i,-0.045617+0.18416i,-0.059753+0.13074i,-0.89638-0.46074i,0.66731+0.5087i,-0.10322+0.20705i,-0.90702-0.42644i,1.27-0.32951i,-0.37691+0.95859i,0.51548-0.67964i,0.1325+0.082468i,0.13875+0.061657i,0.14638+0.078137i,-0.65882-0.53411i,0.083335-0.11963i,0.046505-0.13455i,0.32876+1.3026i,-0.073833+0.1038i,-0.32614-1.2707i,0.33164+1.2796i,-0.31501-1.2439i,0.90846+0.41736i,-1.3048+0.37004i,0.4404-0.88801i,0.028772-0.16585i,-0.53281+0.6859i,0.66301+0.49846i,0.53456-0.69691i,0.13486+0.047069i,-0.68805-0.51399i,0.32508+1.2599i,0.52542-0.62503i,0.11624+0.093388i,-1.2717+0.32555i,0.66965+0.53436i,-0.3411-1.2647i,0.31516+1.286i,-0.94213-0.42471i,0.67748+0.52913i,-0.34337-1.265i,0.29794+1.2481i,-0.34135-1.311i,0.26804+1.2505i,-0.05315+0.14405i,-0.081679+0.14905i,-0.9377-0.39175i,-0.12434-0.055549i,-0.16436-0.042844i,1.2617-0.33609i,-0.68948-0.49237i,0.067754-0.17479i,0.89135+0.44753i,0.1859+0.063328i,0.11168+0.095142i,-0.69492-0.50672i,0.90732+0.38198i,-1.2734+0.28195i,-0.17286-0.070996i,0.55872-0.16626i
470,1.0816-0.16459i,-0.71787+1.0773i,-0.18826-0.44497i,0.41172+0.60351i,-0.44079+0.47087i,-0.026074+0.022417i,-0.69074-1.3244i,0.034374+0.12622i,-0.39349+0.68757i,1.5344-0.39235i,-0.038748-0.3185i,-0.8904+0.35537i,-0.82725+0.2383i,1.4724-0.54918i,-0.45478+0.11592i,0.088176+0.28828i,-0.9399+0.19351i,0.09066-0.95043i,1.3435+0.57412i,-1.4751+0.10867i,0.93971+0.65065i,-0.70484-0.76886i,1.0479-0.098317i,-0.69951-0.238i,0.66908+0.93045i,0.18699-0.0095601i,-1.1929-0.73089i,-0.072338-0.16459i,0.72936+1.4255i,-0.68877-1.2603i,0.4053+0.39672i,0.055746+0.34897i,-0.37889-0.93765i,-0.33341+0.73611i,0.72126+0.32775i,-0.29569+0.54577i,-0.68909-0.2059i,-0.62051-0.53588i,-0.035477+0.0094885i,1.2044-0.5253i,-0.075405+0.69627i,-1.4343-0.11318i,1.1857-0.20207i,-0.2736+0.92875i,-0.64051-1.0357i,1.3576-0.17429i,-0.42396+0.16205i,-0.95732+0.64667i,-0.17565-0.82718i,1.1632+0.40027i,-0.41614-0.75861i,-0.10375+0.57354i,0.24586-0.89477i,-0.11435+0.16497i,1.1065+0.37813i,-0.57058+1.2194i,0.44693-1.2692i,-0.16498+0.54315i,-0.57591-0.92604i,1.0569+0.73667i,-0.3377-0.80649i,-0.16044-0.1142i,0.63554+1.0085i,0.36867+0.045978i,-0.77891-0.97889i,0.57062-0.083938i,-0.71562+1.2052i,0.89584-1.121i,-0.89984+1.0864i,0.78437-0.08154i,-0.42211+0.3684i,-0.31097-1.1463i,-0.18106+0.50969i,1.162-0.25912i,0.24926+0.39212i,-0.14393-0.33246i,0.70838+0.09223i,-0.54809+0.38071i,-0.38629+0.62561i,-0.42932-0.93087i,0.48041+1.0293i,-1.1092-0.29517i,1.2588+0.22189i,-0.18482-1.0533i,-0.8358+0.87541i,-0.039624-0.51436i,-0.29826+0.54916i,0.069155-0.40834i,0.4591+0.34619i,0.43648-0.9459i,-0.34147+1.5024i,0.025699+0.050722i,0.26968-0.67858i,-0.72124+0.032571i,0.16165-0.7277i,0.92288+0.92819i,-0.029039+0.35186i,-0.31079-0.87505i,0.59317+0.8259i,-0.1924+0.54098i,-0.41987-0.52178i
471,0.13165+0.72017i,-0.32587-1.2655i,0.35656+1.2709i,0.5104-0.6937i,-1.2728+0.32465i,0.68085+0.52413i,-0.91604-0.49178i,0.67703+0.51669i,-0.9165-0.41678i,-0.14603-0.030046i,1.3146-0.3352i,-1.24+0.32032i,0.46422-0.92189i,0.10217-0.14612i,0.3149+1.2718i,-0.056461+0.13622i,-0.8997-0.40868i,1.2505-0.35432i,-0.68828-0.52121i,0.87901+0.43403i,-0.72534-0.53825i,0.073222-0.18009i,0.3153+1.2906i,-0.31966-1.256i,0.88807+0.42362i,-0.43657+0.93142i,0.56066-0.65835i,-0.44144+0.91948i,0.5416-0.70927i,-1.2815+0.29396i,0.6751+0.53165i,-0.30198-1.3082i,0.89971+0.42486i,-0.4183+0.91691i,-0.32209-1.2993i,0.054108-0.15357i,0.059649-0.14378i,0.32633+1.3488i,-0.28648-1.2667i,-0.54747+0.7011i,-0.15252-0.083235i,0.45046-0.94516i,-0.50547+0.68161i,-0.14125-0.090853i,0.41078-0.91304i,-0.53566+0.69489i,0.70496+0.53242i,0.5019-0.69043i,0.13862+0.092863i,0.19475+0.027432i,0.14741+0.041062i,-0.48892+0.90162i,-0.31543-1.2827i,0.91884+0.43367i,-0.38822+0.91549i,-0.29846-1.2901i,-0.54107+0.67369i,0.63769+0.50436i,0.53131-0.67562i,0.19086+0.076692i,0.15593+0.076281i,-0.71009-0.52963i,0.93303+0.44729i,0.1832+0.041867i,-0.42131+0.92147i,-0.90578-0.43927i,0.6773+0.5636i,-0.3108-1.2795i,0.070923-0.15403i,0.060261-0.16433i,0.33461+1.3096i,-0.89614-0.43843i,0.70592+0.4956i,-0.35731-1.2384i,0.921+0.41664i,-1.2533+0.3262i,0.3996-0.9356i,0.30746+1.2843i,-0.3631-1.3302i,0.88047+0.45105i,-0.41273+0.90576i,-0.32016-1.2754i,0.31079+1.2771i,0.54707-0.67378i,-0.48834+0.90294i,-0.089312+0.13786i,-0.89278-0.4211i,0.70515+0.5257i,0.50308-0.67524i,-0.67512-0.56054i,0.33444+1.2673i,0.49721-0.62457i,-0.64568-0.5109i,0.88746+0.46351i,-0.69551-0.54109i,0.3214+1.2578i,-0.32667-1.2796i,-0.53753+0.69932i,0.46028-0.92982i,0.90536+0.43249i,-0.57765+0.174i
472,0.29419-0.064877i,-0.0028393-0.60804i,-0.4114+0.63436i,0.057801+0.58313i,-0.60382-0.80705i,0.15513-0.50912i,0.012841-0.1664i,1.3796+0.22909i,-0.066679+0.50243i,-0.16845+0.49426i,-0.33956-0.069207i,-0.43377-0.18021i,0.046052+0.625i,0.012871-0.88461i,0.066787-0.10168i,-0.20741+0.32759i,-0.76393+0.088618i,0.82848+0.077098i,0.23976-0.31934i,-0.93942-0.09183i,0.40394+0.82645i,0.51106+0.021304i,-1.0183+0.03318i,0.61683-1.0782i,0.2792+0.55187i,0.09878+0.031162i,0.02527+0.071583i,0.064414+0.040207i,-0.6584-0.51722i,-0.29714+0.21813i,-0.10991-0.16102i,1.0124+0.67622i,0.31-0.17371i,0.14719+0.11239i,-0.80712+0.61846i,-0.85826-0.41091i,0.93927+0.71213i,-0.22101-0.40002i,-0.784-0.45145i,0.18755-0.50681i,0.36894+0.11391i,0.29122-0.4497i,0.87024+0.45613i,-0.33563+0.8235i,-1.0131-0.015818i,0.35397-0.7443i,0.13181+0.52753i,-0.15138-0.57743i,-0.081487-0.72225i,-0.44063+0.50098i,0.93717+0.06872i,-1.2165+0.2305i,0.34122-0.856i,-0.5284+0.57493i,0.97888-0.99562i,-0.67248+1.0356i,-0.53276-0.23919i,0.90539+0.75838i,-0.092324+0.18765i,-0.97051-0.97916i,0.15138-0.50246i,-0.29516+0.21408i,1.1605-0.37066i,-0.62039+1.1486i,0.13189-0.21592i,-0.68299+0.20297i,0.5903+0.53901i,-0.70348-1.3389i,0.85189+1.0106i,0.53313-0.56733i,-0.45062+0.2481i,-0.47045+0.7879i,-0.35442-1.1892i,-0.28671+0.23147i,0.65732+0.398i,0.22599-0.28171i,-0.5644+0.14379i,-0.31315+0.34366i,1.1252-0.20728i,-0.91281-0.016008i,-0.42595-0.27122i,0.51612-0.28185i,0.69807-0.17645i,-0.25005+1.4052i,-0.11306+0.24512i,0.17367-0.15836i,-0.020556+0.14738i,-1.4335-0.27085i,1.3362-0.72526i,-0.48124+0.1167i,0.69974-0.19366i,0.019551+1i,0.53353-0.57053i,-1.1086+0.3042i,0.023305+0.5713i,0.078592-0.28023i,0.62267-0.079499i,-0.77747+0.6067i,0.75796-0.35814i,-1.0415-0.62424i,0.44359+0.43143i
473,-0.80303-0.17684i,0.33946-0.080436i,0.49168-0.80449i,0.087721+1.4878i,-0.052256-0.61787i,-0.094041+1.0069i,-0.0573-1.4497i,0.14708+0.50479i,0.69151+0.25009i,-0.37574-0.22475i,-0.96409+0.30144i,-0.097023-0.52822i,1.2306+0.74317i,-0.43205-0.99532i,0.53789+0.42279i,-0.76892-0.26161i,-0.74321+0.46456i,0.75076+0.10837i,0.63517-0.54568i,-0.71548+0.52361i,-0.051509-0.02081i,-0.41887-0.25466i,-0.55921+0.14575i,0.63414+0.25916i,-0.14957-1.0253i,-0.56658+0.25203i,1.4905-0.096328i,0.35526+0.20296i,-0.6039+0.42262i,-0.43438+0.32929i,0.74459-0.39783i,-0.090904+0.7775i,-0.73445-1.0937i,-0.60285+0.72585i,1.0021-0.26899i,-0.81521-0.29557i,0.92448+0.3676i,-0.30123-0.15832i,0.59991-0.41328i,-0.57964+1.1474i,-0.63345+0.064012i,0.49841-0.87225i,0.068723-0.039861i,-0.38856+0.92869i,0.083993-0.3005i,0.60974-0.89018i,-1.0586+0.17487i,0.31309+0.38546i,-0.66033+0.067264i,0.32976-0.47712i,1.0108+0.37431i,-0.54847+0.28134i,-0.43114-0.4255i,0.3975-0.30857i,0.12406-0.59373i,-0.2119-0.42109i,0.13225-0.26478i,1.0655+0.43334i,-1.2421+0.048956i,-0.12894+0.63864i,0.45066+0.19759i,-0.65134-1.0456i,0.1597+1.0803i,0.37498-1.4668i,-0.45465+0.77808i,-0.10198-0.0071714i,0.80258+0.58247i,-0.6368+0.33373i,-0.85718-0.39557i,1.5516-0.20244i,-1.5264-0.22007i,-0.038782+0.48722i,1.2413-0.87599i,-0.60484-0.022553i,1.1898+0.20452i,-0.66278+0.88167i,0.3814-0.40663i,-0.84433-0.064097i,0.73142+0.77647i,-0.47802-0.70961i,0.18205-0.72707i,-1.1413+0.87224i,-0.14704-0.30453i,0.4502-1.0495i,0.0052329+1.3976i,0.93581-1.0685i,-0.26377+0.98889i,-0.49699-1.5119i,0.98422+0.40867i,-0.66726-0.38078i,-0.19719+0.98876i,0.14936-1.1654i,0.47157+1.5227i,0.25637-0.91804i,-0.3991-0.36733i,-0.3415+1.259i,0.97564-0.78032i,-0.43825+1.3277i,-0.14079-1.7154i,-0.13665+1.0358i,0.0019607-0.31085i
474,-0.7085+0.11592i,0.46011-0.92217i,0.88123+0.45145i,-0.68456-0.50505i,0.31527+1.2716i,-0.043296+0.16532i,-0.079942+0.16313i,-0.28404-1.2572i,0.27887+1.2652i,0.49673-0.68431i,-1.2885+0.33345i,1.2577-0.33299i,-0.70141-0.54138i,0.30906+1.311i,0.53844-0.68689i,-1.2503+0.31458i,0.43273-0.91937i,-0.54121+0.68704i,0.69639+0.5142i,0.50546-0.6674i,-0.45851+0.9344i,-0.06661+0.11855i,-0.079069+0.15387i,-0.85647-0.39506i,0.70391+0.56527i,-0.044519+0.17953i,0.54359-0.70041i,-0.45275+0.89583i,-0.096676+0.15248i,0.55204-0.66813i,0.1776+0.10716i,-0.48515+0.92657i,-0.92527-0.45388i,1.2366-0.32657i,-1.327+0.32814i,0.44086-0.92124i,0.098815-0.18098i,0.28949+1.2794i,-0.91738-0.42613i,0.68096+0.53753i,-0.081777+0.18844i,-0.077526+0.17629i,0.54183-0.67067i,0.16134+0.10127i,-1.3224+0.32631i,-0.17525-0.11075i,0.74626+0.48521i,0.51901-0.65315i,-0.67304-0.51461i,0.89477+0.43802i,-0.44906+0.92071i,-0.92039-0.4541i,1.2684-0.34336i,-0.40746+0.91725i,-0.9009-0.43684i,-0.19022-0.065909i,0.6696+0.50636i,0.47737-0.68946i,-1.2882+0.29824i,1.3161-0.30672i,-0.45968+0.87022i,-0.32048-1.2694i,0.064995-0.16943i,0.34729+1.301i,0.56319-0.68083i,-1.2783+0.29272i,0.40819-0.87655i,-0.53806+0.68132i,0.41857-0.88826i,0.055986-0.11446i,0.055123-0.16267i,0.90481+0.46763i,0.16001+0.04811i,-1.2399+0.33113i,-0.17666-0.076049i,-0.18697-0.070041i,-0.20548-0.10961i,0.6603+0.50649i,-0.25845-1.2691i,0.040302-0.13591i,0.9349+0.44195i,-1.2943+0.31695i,-0.099836-0.052396i,1.2651-0.3192i,-0.68574-0.52986i,-0.4868+0.6784i,1.2596-0.3433i,-0.68941-0.49317i,0.31769+1.3124i,-0.92958-0.41067i,-0.19195-0.072638i,1.2773-0.32565i,-0.43117+0.94509i,-0.34025-1.2703i,0.080045-0.22514i,0.065548-0.15106i,0.92177+0.43475i,-0.41409+0.9276i,0.50181-0.70973i,-0.4263+0.89854i,-0.2447-0.57191i
475,-0.95551+0.31606i,1.1278+0.33537i,-0.021302-0.93388i,0.052738-0.3209i,0.89601+0.4082i,-0.27256+0.85305i,0.097912-0.61458i,-0.12458+0.37746i,-1.0683+0.071465i,0.45115-0.17267i,0.96327+0.11967i,-0.057954+0.023405i,-0.93636+0.47331i,-0.033103-0.97845i,0.36706+0.87803i,0.56829-0.80605i,-1.1668+0.42881i,0.32263-0.30588i,0.32356+0.62114i,0.56502-0.007108i,-0.36679-0.76081i,-0.94521+0.3029i,0.42772+0.2278i,-0.37558-0.42054i,0.63844-0.39114i,-0.82671+0.066306i,1.1756+0.76344i,-0.66172-0.33736i,0.1189+0.92913i,-0.35929-1.0262i,0.78528+0.74911i,-0.55339-1.3407i,-0.049509+0.79727i,0.27295-0.065722i,0.30653+0.45742i,0.36088+0.1003i,-0.70241-0.68266i,0.70347+0.90705i,-0.33797+0.72461i,-0.30996+0.11199i,-0.9548-0.65377i,0.67582+0.2549i,-0.18798+0.28389i,-1.1828-0.35237i,0.61568+0.27703i,0.16741-0.80596i,-1.1376+0.45386i,1.9085-0.46663i,-1.0274+1.1722i,0.32404-0.91367i,-1.1009+0.49888i,-0.045781-0.7484i,-0.34271+0.19758i,0.21705+0.43896i,-0.454-0.70069i,0.49579-0.21857i,0.49306+0.80122i,-0.26501+0.54759i,-0.37157-1.3271i,0.10611+0.51709i,-0.0431-0.38355i,0.7079-0.38434i,0.61404+0.51707i,0.16848+0.11621i,-1.4871-0.2409i,0.45317+0.23775i,1.0763-0.054957i,-1.4872-0.21439i,0.019137+0.1547i,0.13841-0.42987i,-0.46603+0.084055i,1.0554+0.46984i,-0.80112-0.68437i,0.0086719+0.95445i,0.80422-0.87382i,-0.90273+0.36631i,0.35884-0.32058i,0.39882-0.56977i,-0.092438+1.0664i,-0.20511-0.039404i,0.8733-0.057544i,-0.37969-0.29412i,0.092344+1.0949i,-0.77117-1.1191i,0.23501-0.53127i,0.37003-0.22881i,0.26227+1.5743i,-0.34896-0.26042i,0.32671-0.40847i,0.34178+0.48806i,-1.0757-0.14103i,-0.34318-0.47707i,-0.063429+0.12944i,0.41242-0.82579i,-0.21348+0.18103i,-0.48209+0.13i,0.47184+0.077852i,0.22436+0.44693i,0.49413-0.29546i,-0.64081+0.33596i,0.051894-0.22951i
476,0.34531+0.069877i,-0.71227+0.077127i,-0.19803+0.44233i,0.76174-0.099963i,-0.21508-0.26684i,-0.95741-0.17878i,0.19417+0.12875i,1.2365-0.44767i,-0.68728-0.57482i,0.37492+1.3966i,-1.2498-0.12169i,-0.24325-0.074751i,1.0811+0.069429i,-0.39685-0.43196i,0.11322-0.20897i,-0.55149+0.072315i,-0.060977+0.70373i,-0.50202-0.72648i,-0.13214-0.15416i,1.6118-0.27531i,-1.0277+0.25653i,0.2769-0.12384i,0.033842-0.83613i,0.49532+0.095546i,-0.56781+0.20216i,0.015955+0.67349i,0.8321-0.92862i,-0.72181+1.269i,-0.65986-0.80451i,0.068591-0.026755i,1.2297+0.29866i,0.11046-0.67896i,-1.2857+0.59672i,0.39602+0.32589i,-0.31131-0.029633i,0.10177+0.44347i,0.059707-1.3613i,-0.62758+0.15567i,0.8099+0.20321i,0.13634+0.61115i,-0.77921-0.31576i,0.7011+0.79147i,-0.42234-0.86268i,1.0077+0.12083i,-1.1678+0.035158i,1.1148-0.1139i,-0.62312+0.36458i,0.08543+0.61712i,-0.97448-0.12319i,0.55454-1.1044i,-0.23373+0.76225i,-0.034296-0.48553i,0.21214+1.1882i,0.32672-1.14i,0.30185+0.85678i,-0.60435-0.81883i,-0.40693+0.97654i,0.63089-1.0771i,-0.23876-0.37121i,-0.38502+0.84461i,-0.49398+0.015283i,1.4695-0.50364i,-0.31782-0.019641i,-0.0024358-0.63557i,-0.94922+1.0329i,0.49246-1.4445i,0.88411+1.4071i,-0.79179+0.16443i,0.34687-0.14733i,0.30793+0.02328i,-0.80679-0.23504i,-0.10358-0.43329i,0.028219+0.20402i,-0.48403+0.15246i,0.48433+0.11361i,-0.68199-0.66826i,-0.1787+0.30997i,0.50536-0.6415i,0.45045+1.3144i,-0.45713-1.2003i,0.14599-0.60133i,0.12467-0.15803i,-0.65044+1.2351i,0.81146+0.14845i,-0.8366-0.678i,0.20701-0.47547i,0.4695-0.39254i,0.42997+0.27262i,-0.29564+0.17606i,-0.86797+0.41359i,1.2272+0.15238i,-0.57095-0.5176i,-0.21629+0.31988i,-0.52991+0.2478i,1.0615-1.0443i,-0.24475+0.21404i,-0.56763+0.038284i,0.11644-0.78753i,1.178+0.57552i,0.5137+0.024449i,-0.84509+0.27755i
477,-0.18373+0.011508i,0.09713+0.90618i,0.46373-0.24681i,-0.16675-1.0651i,0.42096+0.36874i,-0.10643+0.091694i,-0.79716-0.3578i,1.3624+0.53041i,-0.34786+0.099461i,0.095895+0.053883i,-0.11604-0.87703i,-0.2327-0.36903i,0.55935+1.4844i,-0.77336-1.1618i,0.072628+1.2506i,-0.39254-0.36694i,0.16596-0.8914i,1.0611-0.042287i,-0.17236+0.53831i,-0.20537+0.42984i,-0.37435-0.17518i,-0.57092-0.047745i,0.039087+0.062738i,1.1516-0.74535i,-0.32985+0.75146i,-0.096928+0.25728i,0.27056-0.77014i,-0.12158+1.5142i,-1.188-0.52539i,-0.068865+0.1135i,0.040383-0.37203i,0.5957-0.6447i,0.10147+0.7413i,-0.2916-0.65628i,-0.33574-0.39173i,-0.12973-0.025021i,0.17736-0.043344i,-0.042483-0.11982i,0.31269+0.90077i,-0.99479-0.55333i,0.43037-0.5437i,-0.029929+0.66196i,0.84994+0.18232i,-0.86231-1.2809i,-0.34499+0.30777i,1.1758+0.72404i,-0.25837-0.56891i,0.10863+1.1172i,0.61674-0.69947i,-0.90955-0.64803i,0.71006+0.55418i,-1.0072+0.087188i,1.1122-0.65781i,-0.31082+1.021i,-0.88334+0.074869i,0.74902-0.14703i,-0.24756+0.45961i,-0.32287-1.1138i,-0.57608+0.27313i,0.42814+0.25674i,0.64067+0.50373i,0.3469-0.35431i,-1.6745-0.0081719i,0.61063-1.2154i,0.76232+0.78015i,-0.42743-0.043897i,0.29533-0.37076i,-1.1856+0.62845i,0.73209-1.0855i,0.10836+0.94696i,0.033902+0.66713i,-0.48714-0.030065i,0.29873-0.93611i,0.12665+1.4034i,-0.38513-0.20399i,-0.1041-0.67757i,-0.39864+0.53154i,-0.022885-0.49956i,0.60321+0.15431i,-0.33511-0.19146i,0.54123+0.026392i,-1.4654+0.30975i,0.27952-0.79644i,0.64856+0.32127i,0.47835-0.22171i,0.13925+0.83713i,-0.8812-0.44465i,0.26112+1.011i,0.098714-0.4958i,-0.60563+0.16514i,1.079-0.52139i,-1.0141+0.59365i,0.45681-0.39109i,0.3505-0.045182i,-0.26359-0.18443i,0.14032-0.20763i,0.13722+1.079i,0.34052-0.37964i,-0.76074+0.58721i,0.52475-0.83649i,-0.24946+0.35402i
478,0.13817+0.76935i,-0.97894-0.42641i,0.44874-0.90399i,-0.53721+0.7107i,0.65037+0.55044i,0.5542-0.66298i,-0.71631-0.52508i,0.075141-0.13935i,0.9168+0.43204i,-1.2879+0.32994i,0.42108-0.931i,0.91471+0.44882i,0.15939+0.092988i,0.16658+0.050737i,-0.43345+0.94249i,-0.027775+0.18889i,-0.29603-1.293i,0.92147+0.44414i,-1.286+0.31989i,0.41635-0.93718i,-0.4802+0.65238i,-0.15674-0.080799i,0.43363-0.9079i,0.053092-0.13391i,-0.50738+0.7029i,1.254-0.36701i,-1.2607+0.28322i,1.2783-0.29981i,-1.2993+0.32408i,1.2183-0.29093i,-0.4526+0.87258i,-0.89441-0.41224i,0.65859+0.52313i,-0.048996+0.16635i,-0.10276+0.15923i,0.52465-0.67749i,-0.43225+0.88664i,0.51422-0.71294i,-0.6968-0.50112i,0.059885-0.17877i,-0.51187+0.68257i,0.64249+0.53647i,-0.30699-1.2601i,0.32917+1.3057i,0.54878-0.67024i,-0.65296-0.4928i,0.32088+1.2789i,-0.91347-0.42795i,0.4766-0.8911i,-0.52816+0.68384i,0.70314+0.49061i,-0.33754-1.2897i,0.91692+0.42034i,0.14502+0.092153i,-1.2834+0.356i,-0.11682-0.10259i,1.2954-0.28344i,-0.46319+0.91854i,-0.31916-1.2543i,0.067204-0.18937i,-0.53373+0.64252i,1.2607-0.31937i,-0.44421+0.91551i,0.53985-0.68683i,-1.2693+0.30026i,1.2449-0.26503i,-1.2685+0.26698i,0.4364-0.89489i,0.93043+0.39481i,0.15297+0.086777i,-0.42869+0.91546i,-0.92989-0.46384i,-0.17752-0.0611i,0.64315+0.51289i,-0.079357+0.16053i,-0.9424-0.44311i,-0.15759-0.067845i,1.2694-0.33489i,-0.42863+0.89986i,-0.082284+0.1405i,0.51817-0.66248i,-0.44197+0.95527i,-0.36723-1.2272i,0.099416-0.1785i,0.8982+0.41282i,-0.43463+0.89202i,-0.079233+0.17086i,0.51817-0.68722i,0.1649+0.054087i,-1.2816+0.28747i,-0.15964-0.090882i,-0.12648-0.07491i,-0.15707-0.0651i,-0.14885-0.085227i,0.69211+0.53749i,-0.080614+0.16683i,-0.9353-0.40965i,0.42129-0.92352i,0.91238+0.40384i,-1.3196+0.27114i,0.53323-0.20209i
